cook_time,cuisine,ingredients,ingredients_full,name,prep_time,rating,rating_count,servings
less than 10 mins,Italian,"olive oil,chicken breast,lemon,white wine,butter,flour,black pepper,green beans","2 tbsp olive oil,1 chicken breast,½ lemon, juice only,5 tbsp white wine,knob of butter,pinch of flour,salt and freshly ground black pepper,green beans",Chicken in lemon butter sauce,less than 30 mins,4.888888888888889,9,Serves 1
10 to 30 mins,Italian,"pasta,eggs,olive oil,mushrooms,black pepper,shallot,garlic,sage,lemon,egg,pine nuts,hazelnuts,butter,sage,lemon","200g/7oz '00' pasta flour, plus extra for dusting,2 free-range eggs,2 tbsp olive oil,250g/9oz fresh cep mushrooms, trimmed, rinsed and finely sliced,sea salt and freshly ground black pepper,1 banana shallot, peeled, finely chopped,2 garlic cloves, peeled, finely chopped,3 large fresh sage leaves,¼ lemon, juice only,1 free-range egg, beaten,10g/½oz pine nuts,10 hazelnuts,40g/1½oz unsalted butter,8 fresh sage leaves, finely chopped,50ml/2fl oz water,½ lemon, juice only",Ceps tortellini with roasted nuts and sage butter,30 mins to 1 hour,5,2,4
30 mins to 1 hour,Italian,"strong white flour,yeast,garlic,salt,olive oil,olive oil,onions,sugar,balsamic vinegar,passata,Parma ham,basil","250g/9oz strong white flour, plus extra for dusting,1 tsp fast action dried yeast,1 small garlic clove, crushed,½ tsp salt,1 tbsp olive oil,1 tbsp olive oil, plus extra for drizzling,2 onions, thinly sliced,1 tbsp light brown muscovado sugar,1 tbsp balsamic vinegar,200ml/7fl oz passata, seasoned with salt and pepper,8 slices Parma ham,200g/7oz soft goats’ cheese,basil leaves, to garnish","Caramelised onion, goats' cheese and Parma ham pizza",1-2 hours,4,5,Serves 4
10 to 30 mins,Italian,"plain flour,baking powder,salt,eggs,sunflower oil,mozzarella,chopped tomatoes,broccoli,onion,cheddar,bacon,garlic,oregano","250g/9oz plain flour,2 tsp baking powder,large pinch salt,2 large free-range eggs, beaten,2 tbsp sunflower oil,50g/1¾oz mozzarella, grated or torn ,400g tin chopped tomatoes, cooked in a saucepan until reduced by half ,4 stalks sprouting broccoli, chopped ,½ onion, sliced ,50g/1¾ cheddar, grated,2 rashers bacon, cooked and chopped,1 garlic clove, finely chopped ,2 tbsp fresh herbs, or 1 tsp dried herbs of your choice (such as basil, oregano or parsley)",Calzone pizza,less than 30 mins,3.4328358208955225,67,Makes 2 pizzas
30 mins to 1 hour,Italian,"butternut squash,olive oil,sea salt,black pepper,red onion,pecorino,nutmeg,flour,eggs,salt,olive oil,sage,tomatoes","500g/1lb 2oz butternut squash, peeled, de-seeded, chopped into 4cm/1.5in cm pieces,3 tsp olive oil,sea salt flakes,freshly ground black pepper,½ small red onion, peeled, cut in half, thinly sliced,25g/1oz pecorino or other vegetarian hard Italian cheese, finely grated, plus extra to serve,freshly grated nutmeg, to taste,300g/10½oz ‘00’ grade flour, plus extra for dusting,3 large free-range eggs,1 tsp salt,6 tbsp olive oil,handful fresh sage leaves,4 sun-dried tomatoes (preserved in oil, from a jar or can), drained, cut into thin strips",Butternut squash ravioli with fried sage leaves and sun-dried tomatoes,1-2 hours,4.333333333333333,3,Serves 4
over 2 hours,Italian,"olive oil,red wine vinegar,chillies,pepper,garlic,thyme,rosemary,oregano,chilli,pork,black pepper,lemon,polenta","100ml/3½fl oz olive oil,2 tbsp red wine vinegar,4 medium hot red chillies, deseeded, roughly chopped,½ red pepper, deseeded roughly chopped,1 head garlic, cloves peeled, roughly chopped,few sprigs fresh thyme,few sprigs fresh rosemary,1 tsp dried oregano,½ tsp dried red chilli flakes,1 rack pork ribs, in one piece, around 1.5–2kg/3lb 5oz–4lb 8oz,salt and freshly ground black pepper,lemon wedges,200g/7oz quick-cook polenta",Calabrian pork ribs,less than 30 mins,5,4,Serves 4–6
1 to 2 hours,Italian,"olive oil,onion,celery,fennel,garlic,parsley,thyme,white fish,squid,sea bass,olive oil,onion,garlic,celery,fennel,coriander seeds,fennel seeds,chilli,tomatoes,white wine vinegar,white wine,white fish,mussels,black pepper,parsley,bread","2 tbsp olive oil,1 onion, chopped,3 sticks celery, chopped,1 fennel bulb, core removed and chopped,3 garlic cloves, chopped,1 tbs chopped parsley stalks,few sprigs thyme,1kg/2lb 4oz white fish bones,1 medium squid and tentacles, chopped into rings,1 fillet sea bass, chopped into chunks,3 tbsp olive oil,1 onion, finely chopped,1 garlic clove, finely chopped,2 sticks celery, finely chopped,1 fennel bulb, core removed and finely chopped,1 tsp coriander seeds,1 tsp fennel seeds,1 red chilli, finely chopped,6 tomatoes, finely chopped,50ml/2fl oz white wine vinegar,100ml/4fl oz white wine,1 x 150g/5oz piece thick white fish, for example halibut, turbot or brill, cut into chunks,1 handful mussels, salt and freshly ground black pepper ,1 tbsp chopped parsley,4 slices crusty bread, grilled",Brodetto (Italian fish stew),less than 30 mins,5,1,Serves 2
10 to 30 mins,Italian,"pasta,onion,olive oil,ricotta,mascarpone,nutmeg,parmesan,parmesan,black pepper,chopped tomatoes,basil,double cream,olive oil","18-20 fresh pasta sheets (approx 13cm x 10cm/5in x 4in),1 onion, finely chopped,8 tbsp Italian olive oil,500g/17oz minced beef,700g/24oz ricotta cheese,150g/5oz mascarpone cheese,pinch of grated nutmeg,200g/7oz grated parmesan cheese,100g/3oz parmesan shavings,salt and freshly ground black pepper,800g/12oz Italian tinned chopped tomatoes,handful (approx. 15) fresh basil leaves,160ml/5½ fl oz double cream,4 tbsp extra virgin olive oil",Cannelloni,less than 30 mins,3,2,Serves 6
30 mins to 1 hour,Italian,"butter,olive oil,shallots,vegetable stock,butternut squash,nutmeg,cinnamon,cloves,black pepper,sage,tagliatelle,single cream,Parmesan","50g/1¾oz unsalted butter,½ tbsp olive oil,3 shallots, very finely chopped,100–200ml/3½–7fl oz hot vegetable stock,350g/12oz peeled and deseeded butternut squash, cut into 1cm/½in cubes,2 pinches grated nutmeg,2 pinches ground cinnamon,2 pinches ground cloves,pinch ground black pepper,6–8 young sage leaves, torn ,150g/5½oz tagliatelle,150ml/5fl oz single cream,freshly grated Parmesan (or alternative vegetarian hard cheese), to serve,salt",Butternut squash pasta,less than 30 mins,4.6,15,Serves 2
10 to 30 mins,Italian,"olive oil,garlic,chilli,broccoli,pasta,Parmesan","2 tbsp olive oil,1 garlic clove, chopped,1 red chilli, seeds removed and chopped,1 head of broccoli, florets and stalks chopped up quite finely,500g/17½oz cooked pasta shapes,50g/1½oz Parmesan, finely grated",Broccoli pasta with chilli and garlic,less than 30 mins,5,1,Serves 4
1 to 2 hours,Indian,"leg of lamb,clarified butter,cinnamon,cardamoms,flour,milk,raisins,saffron,yoghurt,onions,ginger,garlic,salt,chilli powder,garam masala,cumin,cardamom,coriander,naan bread","500g/17½oz boned leg of lamb,100g/3½oz ghee (clarified butter),4 cinnamon sticks, each 4cm (1¾in) long,4 black cardamoms,200g/7¼oz flour, approx,50ml/1¾fl oz water, or enough to bind into a slack dough,8 dried figs, soaked in water, to cover,3 tbsp khoya (dried reduced milk), available from ethnic grocers,1 tbsp raisins, soaked in water, to cover,½ tsp saffron strands, soaked in 3 tbsp warm water,150ml/5¼fl oz plain yoghurt,3 onions, sliced and shallow-fried in oil until golden brown,4cm/1¾in piece of fresh root ginger, peeled and grated,6 garlic cloves,2 tsp salt, or to taste,2 tsp red chilli powder,4 tsp garam masala,2 tsp ground cumin,1 tsp freshly ground cardamom seeds,1 tbsp chopped coriander, to garnish,naan bread, warmed,meat mallet",Lamb pasanda,1-2 hours,4,1,Serves 4
over 2 hours,Indian,"vegetable oil,coriander seeds,fenugreek,mustard seeds,cumin,fennel seeds,peppercorns,cinnamon,cloves,turmeric,lamb shanks,black pepper,chilli,garlic,ginger,onion,curry leaves,cardamom,chopped tomatoes,beef stock,tamarind,chapati flour,salt,vegetable oil,shallots,plain flour,vegetable oil","2 tbsp vegetable oil,2 tbsp coriander seeds,2 tbsp fenugreek seeds,1 tbsp mustard seeds,1 tsp cumin seeds,½ tsp fennel seeds,1 tsp black peppercorns,1 cinnamon stick, broken into pieces,5 cloves,1 tbsp ground turmeric,4 lamb shanks,salt and freshly ground black pepper,1 green birds' eye chilli,2 garlic cloves, peeled,1.5cm/¾in piece fresh root ginger, peeled,1 onion, peeled, thinly sliced,12 curry leaves,3 cardamom pods,2 bay leaves,400g/14oz tin chopped tomatoes,200ml/7fl oz beef stock,2 tsp tamarind juice,325g/11½oz chapati flour (available in some supermarkets and Asian grocers), plus extra for dusting,1½ tsp salt,170-230ml/6-8fl oz water,1 tbsp vegetable oil,2 shallots, peeled, finely sliced,2 tbsp plain flour,2-3 tbsp vegetable oil",Lamb madras with chapatis,30 mins to 1 hour,5,2,6-8
less than 10 mins,Italian,"egg,eggs,olive oil,salt,basil,sea salt,garlic,olive oil,parmesan","250g/9oz Italian ‘00’ flour, plus extra for dusting,1 free-range egg,3 free-range eggs, yolks only,2 tbsp olive oil,pinch salt,large bunch of small-leaved basil, about 50 leaves,about 10g/¼oz coarse sea salt,40g/1½oz pine kernels,4 garlic cloves,100ml/3½fl oz olive oil,80g/3oz parmesan or pecorino (or alternative vegetarian hard cheese), freshly grated",Silk handkerchief pasta with pesto,30 mins to 1 hour,5,1,Serves 4
10 to 30 mins,Indian,"lemon,lamb mince,oil,fresh coriander,garlic,coriander,cumin,peppercorns,turmeric,garam masala,ginger,salt","juice of half lemon ,450g/1lb lamb mince ,1 tablespoon oil ,55g/2oz fresh coriander leaves (washed and chopped) ,4 cloves garlic (crushed) ,4 green chillies (de-seeded and chopped) ,½ tsp coriander powder ,1 tsp cumin powder ,½ tsp black peppercorns (crushed) ,½ tsp turmeric powder ,½ tsp garam masala ,2 tsp grated ginger ,1 tsp salt",Lamb kebabs,30 mins to 1 hour,4.5,14,Serves 4
1 to 2 hours,Indian,"vegetable oil,lamb neck,onions,garlic,chillies,ginger,turmeric,garam masala,cumin,chilli powder,tomatoes,coconut milk,chicken stock,spinach,yoghurt,black pepper,basmati rice","2 tbsp vegetable oil,900g/2lb lamb neck fillet, cut into 3cm/1in cubes,2 onions, roughly chopped,3 garlic cloves, peeled and crushed,2 green chillies, finely chopped,1 tbsp grated fresh ginger,1 tsp ground turmeric,1½ tbsp garam masala,1½ tbsp ground cumin,1 tbsp mild Kashmiri chilli powder,6 large tomatoes, roughly chopped,400ml/14fl oz coconut milk,600ml/1 pint chicken stock or lamb stock,250g/9oz baby spinach leaves,200g/7oz plain yoghurt,salt and freshly ground black pepper,steamed basmati rice, to serve",Lamb curry,less than 30 mins,4.6,25,Serves 4
30 mins to 1 hour,Italian,"buckwheat flour,waxy potatoes,Swiss chard,black pepper,butter,garlic,cheese,parmesan","300g/10½oz pizzoccheri pasta (made usually with 1/3 Italian ‘00’ flour, 2/3 buckwheat flour),200g/7oz waxy potatoes, peeled and cut into small cubes,200g/7oz Swiss chard, leaves only ,salt and freshly ground black pepper,80g/3oz unsalted butter,3 garlic cloves, sliced,300g/10½oz bitto or toma cheese, cut into small cubes,100g/4oz parmesan (or a similar vegetarian hard cheese), freshly grated",Buckwheat pasta with potatoes and Swiss chard,less than 30 mins,5,2,Serves 4-6
over 2 hours,Italian,"topside,garlic,rosemary,black peppercorns,onion,carrots,celery,red wine,olive oil,salt","1kg/2lb 4oz topside of beef,1 garlic clove,2 bay leaves,2 sprigs rosemary,8 black peppercorns,1 large onion, finely chopped,3 carrots, finely chopped,2 celery stalks, finely chopped,1 bottle red wine,90ml/6 tbsp extra virgin olive oil,salt, to taste",Braised beef in red wine,overnight,5,1,Serves 4
less than 10 mins,Italian,"plain flour,eggs,olive oil,sea salt,broccoli,olive oil,anchovies,Parmesan,black pepper","300g/10½oz wholemeal plain flour, plus extra for dusting,3 free-range eggs,1 tbsp olive oil,½ tsp sea salt,180g/6oz broccoli, cut into florets and the stem into thick slices,3 tbsp extra virgin olive oil,4 anchovies, roughly chopped,20g/¾oz freshly grated Parmesan,freshly ground black pepper",Broccoli and anchovy pasta,30 mins to 1 hour,5,4,Serves 3
1 to 2 hours,Italian,"topside,Parmesan,parsley,garlic,lemon,prosciutto,mozzarella,basil,olive oil,black pepper,pappardelle,onion,garlic,white wine,oregano,chopped tomatoes","1 x 800g/1lb 12oz piece topside beef, cut into 6 slices lengthways,50g/1¾oz grated Parmesan,bunch fresh flatleaf parsley, finely chopped,2 garlic cloves, finely chopped,1 lemon, zest only,6 slices parma ham or prosciutto, cut in half,200g/7oz block hard mozzarella, sliced ,6 large basil leaves,6 anchovy fillets,2 tbsp olive oil, plus extra if needed,salt and freshly ground black pepper,300–350g/10½oz–12oz pappardelle, to serve,1 onion, finely chopped,3 garlic cloves, grated,150ml/5fl oz white wine,1 tsp chopped fresh oregano or dried,400g tin chopped tomatoes,salt and freshly ground black pepper",Braciole,less than 30 mins,4.375,8,Serves 6
30 mins to 1 hour,Italian,"00 flour,eggs,semolina,olive oil,pancetta,beef mince,pork mince,chopped tomatoes,garlic,basil,pepper,Parmesan","250g/9oz 00 flour,3-4 medium free-range eggs (preferably with bright yellow yolks),250g/9oz fine semolina flour,4 tbsp olive oil,150g/5½oz pancetta, diced,225g/8oz beef mince,225g/8oz pork mince,2 x 400g tins chopped tomatoes,4 garlic cloves, chopped,2 tbsp fresh basil, torn (optional),sea salt and freshly ground black pepper,100g/3½oz Parmesan cheese, grated",Bolognese with tagliatelle,30 mins to 1 hour,5,1,Serves 4
30 mins to 1 hour,Italian,"eggs,salt,sausage,olive oil,onion,celery,fennel seeds,rosemary,chilli,garlic,white wine,double cream,chicken stock,Parmesan,black pepper","400g/14oz 00 pasta flour,4 free-range eggs, lightly beaten,2 tsp salt,400g/14oz good quality coarse pork sausage meat,1 tbsp olive oil,1 small onion, finely chopped,2 sticks celery, chopped,¾ tsp fennel seeds, roughly ground in a pestle and mortar,1 sprig of fresh rosemary, leaves finely chopped,¼ tsp chilli flakes,1 large garlic clove, grated,150ml/5fl oz dry white wine,150ml/5fl oz double cream,150ml/5fl oz chicken stock,50g/1¾oz Parmesan cheese, freshly grated,salt and freshly ground black pepper",Sausage ragù with tagliatelle,30 mins to 1 hour,4.844444444444444,45,Serves 4
1 to 2 hours,Italian,"olive oil,onions,celery,beef mince,garlic,tomato purée,chopped tomatoes,beef stock,Worcestershire sauce,redcurrant jelly,butter,chestnut mushrooms,thyme,pasta,cheddar,Parmesan","1 tbsp olive oil ,2 onions, chopped ,2 celery sticks, finely chopped ,675g/1lb 8oz beef mince,2 garlic cloves, crushed ,2 tbsp tomato purée ,2 x 400g tins chopped tomatoes,350–500ml/12–18fl oz beef stock ,2 tsp Worcestershire sauce ,2 tsp redcurrant jelly,1 tbsp butter,250g/9oz chestnut mushrooms, sliced ,1 tbsp chopped fresh thyme leaves ,225g/8oz penne pasta,50g/1¾oz cheddar, grated ,30g/1oz Parmesan, grated ,salt and freshly ground black pepper,green or tomato salad, to serve",Bolognese bake,less than 30 mins,4.315789473684211,19,Serves 6
less than 10 mins,Italian,"pasta,figs,olive oil,garlic,dried chilli,double cream,salt,lemon,basil,basil,parmesan,basil","320g/11½oz fresh egg tagliatelli pasta,6 over-ripe black figs,2-3 tbsp extra virgin olive oil,1 clove garlic, finely sliced,pinch dried chilli,125ml/4½fl oz double cream,sea salt and freshly ground black ,½ lemon, juice only,½ bunch purple basil,½ bunch green sweet basil,4 long red chillies grilled, peeled and de-seeded,200g/7oz parmesan cheese, shaved with a vegetable peeler,extra basil leaves",Black fig and chilli tagliatelli,less than 30 mins,5,1,Serves 4
30 mins to 1 hour,Indian,"vegetable oil,lamb,mustard seeds,onion,garlic,ginger,salt,sugar,cumin,turmeric,chilli powder,tomatoes,coconut milk,lemon juice,sweet potato,chickpeas,wholemeal flour,gram flour,fenugreek,fenugreek,ginger,salt,sugar,turmeric,lemon juice,vegetable oil,baking powder,fresh coriander,garam masala","3 tbsp vegetable oil,600g/1lb 5oz lamb, cleaned and cut into small pieces, fat trimmed,1 tsp mustard seeds,1 large onion, finely chopped,5 large garlic cloves, peeled,4cm/1½in piece root ginger, peeled,salt, to taste,1 tsp sugar,1 tbsp ground coriander ,1 tbsp ground cumin,½ tsp ground turmeric,¼-½ tsp red chilli powder, to taste,3 tomatoes, blended to a purée in a food processor,300ml/½ pint water,400ml/14fl oz coconut milk,1-2 tsp lemon juice, to taste,1 small sweet potato, peeled and cut into chunks,250g/8oz canned chickpeas, drained and rinsed,100g/3½oz chapati flour (or wholemeal flour),45g/1½oz gram flour (chickpea flour),2 tbsp chopped dried fenugreek leaves, or 4 tbsp chopped fresh fenugreek leaves ,1½ tsp freshly grated ginger,¾ tsp salt,¾ tsp sugar ,pinch ground turmeric,1 tbsp lemon juice,2 tbsp vegetable oil,1/3 tsp baking powder,handful chopped fresh coriander,1¼ tsp garam masala",Lamb and fenugreek dumpling stew,less than 30 mins,5,2,Serves 6-8
1 to 2 hours,Italian,"butter,olive oil,pancetta,onion,celery,carrot,beef mince,tomato purée,red wine,bay leaf,chicken stock,nutmeg,penne,Parmesan,black pepper,butter,plain flour,milk,Gruyère","30g/1oz unsalted butter,4 tbsp olive oil,50g/1¾oz cubed pancetta,1 onion, finely chopped,1 celery stick, finely chopped,1 carrot, finely chopped,400g/14oz lean beef mince,2 tsp tomato purée,250ml/9fl oz red wine,1 bay leaf,300ml/10fl oz beef or chicken stock,freshly grated nutmeg, to taste,400g/14oz penne,75g/2¾oz Parmesan, finely grated,salt and freshly ground black pepper,35g/1½oz butter,30g/1oz plain flour,350ml/12fl oz milk,75g/2¾oz Gruyère, grated",Bolognese pasta bake,less than 30 mins,4.9,10,Serves 6
